Participant_ID,Trial_Number,Reaction_Time,Accuracy,Presentation_Rate,item,triplet,Sentence_Type,Experiment,Location
p_5329553,147,763.7,1,125,i_97,,baseline,2a,Central
p_5329553,148,850.2,1,125,i_188,76,control,2a,Central
p_5329553,149,691.7,1,250,i_223,111,control,2a,Central
p_5329553,150,745.8,1,125,i_121,9,transposed,2a,Central
p_5329553,151,1201.9,0,125,i_116,4,transposed,2a,Central
p_5329553,152,800.7,0,125,i_78,,baseline,2a,Central
p_5329553,153,838.4,1,125,i_86,,baseline,2a,Central
p_5329553,154,783,1,125,i_71,,baseline,2a,Central
p_5329553,155,815,0,125,i_119,7,transposed,2a,Central
p_5329553,156,755.4,1,125,i_67,,baseline,2a,Central
p_5329553,157,460,1,250,i_148,36,transposed,2a,Central
p_5329553,158,648.9,1,250,i_157,45,transposed,2a,Central
p_5329553,159,2683.4,1,125,i_82,,baseline,2a,Central
p_5329553,160,964.6,0,250,i_207,95,control,2a,Central
p_5329553,161,466.1,1,250,i_211,99,control,2a,Central
p_5329553,162,645.2,0,125,i_125,13,transposed,2a,Central
p_5329553,163,599.1,1,125,i_70,,baseline,2a,Central
p_5329553,164,1249.7,1,125,i_87,,baseline,2a,Central
p_5329553,165,1192.8,1,125,i_81,,baseline,2a,Central
p_5329553,166,725.9,1,125,i_111,,baseline,2a,Central
p_5329553,167,685.9,1,250,i_28,,baseline,2a,Central
p_5329553,168,727,1,250,i_10,,baseline,2a,Central
p_5329553,169,757,1,250,i_5,,baseline,2a,Central
p_5329553,170,960.7,0,125,i_136,24,transposed,2a,Central
p_5329553,171,1024.9,1,125,i_123,11,transposed,2a,Central
p_5329553,172,821.1,0,125,i_122,10,transposed,2a,Central
p_5329553,173,603.2,1,250,i_2,,baseline,2a,Central
p_5329553,174,756.9,1,250,i_40,,baseline,2a,Central
p_5329553,175,845.2,1,125,i_190,78,control,2a,Central
p_5329553,176,659,1,125,i_62,,baseline,2a,Central
p_5329553,177,762.5,1,125,i_79,,baseline,2a,Central
p_5329553,178,848.3,1,250,i_151,39,transposed,2a,Central
p_5329553,179,670,1,125,i_187,75,control,2a,Central
p_5329553,180,1055.5,0,125,i_131,19,transposed,2a,Central
p_5329553,181,648,1,125,i_189,77,control,2a,Central
p_5329553,182,664.1,1,125,i_107,,baseline,2a,Central
p_5329553,183,807.7,0,250,i_7,,baseline,2a,Central
p_5329553,184,822.2,1,250,i_36,,baseline,2a,Central
p_5329553,185,1065.9,1,125,i_77,,baseline,2a,Central
p_5329553,186,837.9,1,250,i_11,,baseline,2a,Central
p_5329553,187,739.2,1,125,i_128,16,transposed,2a,Central
p_5329553,188,485.7,1,250,i_152,40,transposed,2a,Central
p_5329553,189,561.4,0,125,i_100,,baseline,2a,Central
p_5329553,190,584.3,1,250,i_37,,baseline,2a,Central
p_5329553,191,633.3,1,125,i_66,,baseline,2a,Central
p_5329553,192,617.8,1,125,i_94,,baseline,2a,Central
p_5329553,193,911.7,1,125,i_68,,baseline,2a,Central
p_5329553,194,637,1,250,i_51,,baseline,2a,Central
p_5329553,195,888.5,1,125,i_84,,baseline,2a,Central
p_5329553,196,563.5,1,250,i_145,33,transposed,2a,Central
p_5329553,197,568.5,1,250,i_48,,baseline,2a,Central
p_5329553,198,763.9,1,125,i_89,,baseline,2a,Central
p_5329553,199,645.1,1,250,i_204,92,control,2a,Central
p_5329553,200,1765.4,1,250,i_205,93,control,2a,Central
p_5329553,201,628,0,125,i_135,23,transposed,2a,Central
p_5329553,202,588.9,1,250,i_47,,baseline,2a,Central
p_5329553,203,661.4,1,250,i_46,,baseline,2a,Central
p_5329553,204,702.5,1,250,i_45,,baseline,2a,Central
p_5329553,205,692.6,1,125,i_92,,baseline,2a,Central
p_5329553,206,2803.9,1,125,i_96,,baseline,2a,Central
p_5329553,207,1006.9,1,250,i_39,,baseline,2a,Central
p_5329553,208,788.5,1,125,i_110,,baseline,2a,Central
p_5329553,209,872,1,125,i_183,71,control,2a,Central
p_5329553,210,635.7,1,250,i_4,,baseline,2a,Central
p_5329553,211,319.9,1,250,i_203,91,control,2a,Central
p_5329553,212,1194.2,1,125,i_99,,baseline,2a,Central
p_5329553,213,519.5,1,250,i_30,,baseline,2a,Central
p_5329553,214,678.3,1,125,i_85,,baseline,2a,Central
p_5329553,215,1309.2,1,250,i_221,109,control,2a,Central
p_5329553,216,974.8,1,250,i_22,,baseline,2a,Central
p_5329553,217,481,1,250,i_168,56,transposed,2a,Central
p_5329553,218,598.3,1,125,i_83,,baseline,2a,Central
p_5329553,219,748.3,1,250,i_165,53,transposed,2a,Central
p_5329553,220,752.9,1,250,i_222,110,control,2a,Central
p_5329553,221,698.9,1,125,i_117,5,transposed,2a,Central
p_5329553,222,708.1,0,125,i_132,20,transposed,2a,Central
p_5329553,223,739.7,1,125,i_174,62,control,2a,Central
p_5329553,224,1114.8,0,125,i_113,1,transposed,2a,Central
p_5329558,1,1900.7,0,125,i_219,107,control,2a,Central
p_5329558,2,1047.2,1,125,i_18,,baseline,2a,Central
p_5329558,3,1240,1,250,i_95,,baseline,2a,Central
p_5329558,4,1345.2,0,125,i_141,29,transposed,2a,Central
p_5329558,5,1334.7,1,250,i_84,,baseline,2a,Central
p_5329558,6,1747,0,125,i_145,33,transposed,2a,Central
p_5329558,7,1625,1,125,i_17,,baseline,2a,Central
p_5329558,8,1056.8,1,125,i_55,,baseline,2a,Central
p_5329558,9,1539.6,1,250,i_69,,baseline,2a,Central
p_5329558,10,2680.4,1,125,i_215,103,control,2a,Central
p_5329558,11,1267.7,1,250,i_94,,baseline,2a,Central
p_5329558,12,1787.8,1,250,i_109,,baseline,2a,Central
p_5329558,13,1201.6,1,125,i_28,,baseline,2a,Central
p_5329558,14,2339.2,1,250,i_97,,baseline,2a,Central
p_5329558,15,1486.2,1,125,i_211,99,control,2a,Central
p_5329558,16,1452.2,1,250,i_96,,baseline,2a,Central
p_5329558,17,773.1,1,250,i_136,24,transposed,2a,Central
p_5329558,18,883.5,0,125,i_156,44,transposed,2a,Central
p_5329558,19,2110.7,1,125,i_147,35,transposed,2a,Central
p_5329558,20,810.6,1,125,i_7,,baseline,2a,Central
p_5329558,21,1015.5,1,125,i_198,86,control,2a,Central
p_5329558,22,1270.6,1,125,i_35,,baseline,2a,Central
p_5329558,23,790.4,1,250,i_195,83,control,2a,Central
p_5329558,24,1182.9,1,250,i_139,27,transposed,2a,Central
p_5329558,25,683.7,1,250,i_114,2,transposed,2a,Central
p_5329558,26,744.1,1,250,i_108,,baseline,2a,Central
p_5329558,27,924.5,1,125,i_52,,baseline,2a,Central
p_5329558,28,665.2,1,250,i_123,11,transposed,2a,Central
p_5329558,29,1093.9,1,125,i_16,,baseline,2a,Central
p_5329558,30,866.2,1,125,i_3,,baseline,2a,Central
p_5329558,31,1915.5,0,250,i_120,8,transposed,2a,Central
p_5329558,32,778.4,1,250,i_196,84,control,2a,Central
p_5329558,33,916.1,1,250,i_91,,baseline,2a,Central
p_5329558,34,789.5,1,250,i_72,,baseline,2a,Central
p_5329558,35,884.5,1,250,i_125,13,transposed,2a,Central
p_5329558,36,1396.6,1,250,i_79,,baseline,2a,Central
p_5329558,37,1277,1,250,i_71,,baseline,2a,Central
p_5329558,38,574.3,1,250,i_66,,baseline,2a,Central
p_5329558,39,794.4,1,125,i_22,,baseline,2a,Central
p_5329558,40,738.2,1,250,i_62,,baseline,2a,Central
p_5329558,41,649.1,1,250,i_115,3,transposed,2a,Central
p_5329558,42,286.9,1,250,i_122,10,transposed,2a,Central
p_5329558,43,1331.9,1,125,i_217,105,control,2a,Central
p_5329558,44,959.1,1,125,i_27,,baseline,2a,Central
p_5329558,45,692.5,1,250,i_110,,baseline,2a,Central
p_5329558,46,574,1,250,i_101,,baseline,2a,Central
p_5329558,47,621,1,125,i_29,,baseline,2a,Central
p_5329558,48,789,1,250,i_78,,baseline,2a,Central
p_5329558,49,744.4,1,125,i_33,,baseline,2a,Central
p_5329558,50,1460.7,1,125,i_31,,baseline,2a,Central
p_5329558,51,844.1,1,250,i_135,23,transposed,2a,Central
p_5329558,52,360.3,1,250,i_127,15,transposed,2a,Central
p_5329558,53,548.1,1,250,i_75,,baseline,2a,Central
p_5329558,54,830.6,1,250,i_103,,baseline,2a,Central
p_5329558,55,789.1,1,250,i_59,,baseline,2a,Central
p_5329558,56,1122.8,0,125,i_152,40,transposed,2a,Central
p_5329558,57,2633.2,1,125,i_160,48,transposed,2a,Central
p_5329558,58,1499.2,0,125,i_153,41,transposed,2a,Central
p_5329558,59,729.2,1,125,i_13,,baseline,2a,Central
p_5329558,60,639.2,1,125,i_36,,baseline,2a,Central
p_5329558,61,903.3,0,125,i_150,38,transposed,2a,Central
p_5329558,62,1728,1,125,i_19,,baseline,2a,Central
p_5329558,63,958.1,0,125,i_158,46,transposed,2a,Central
p_5329558,64,652.7,1,250,i_64,,baseline,2a,Central
p_5329558,65,751,1,125,i_224,112,control,2a,Central
p_5329558,66,661.7,1,250,i_73,,baseline,2a,Central
p_5329558,67,543.8,1,250,i_70,,baseline,2a,Central
p_5329558,68,1402.9,1,125,i_199,87,control,2a,Central
p_5329558,69,767.3,1,250,i_173,61,control,2a,Central
p_5329558,70,553.9,1,125,i_54,,baseline,2a,Central
p_5329558,71,1311.6,1,125,i_212,100,control,2a,Central
p_5329558,72,471.9,1,250,i_117,5,transposed,2a,Central
p_5329558,73,402.6,1,250,i_178,66,control,2a,Central
p_5329558,74,524.2,1,250,i_172,60,control,2a,Central
p_5329558,75,511.9,1,250,i_63,,baseline,2a,Central
p_5329558,76,1174.8,1,125,i_208,96,control,2a,Central
p_5329558,77,651.4,1,250,i_192,80,control,2a,Central
p_5329558,78,970.3,0,125,i_151,39,transposed,2a,Central
p_5329558,79,879.2,1,125,i_216,104,control,2a,Central
p_5329558,80,2147.8,0,250,i_89,,baseline,2a,Central
p_5329558,81,1066.5,0,125,i_149,37,transposed,2a,Central
p_5329558,82,1169.7,1,125,i_218,106,control,2a,Central
p_5329558,83,737.1,0,125,i_155,43,transposed,2a,Central
p_5329558,84,879.8,0,125,i_146,34,transposed,2a,Central
p_5329558,85,880.1,1,250,i_179,67,control,2a,Central
p_5329558,86,519.2,1,250,i_60,,baseline,2a,Central
p_5329558,87,1221.5,1,125,i_204,92,control,2a,Central
p_5329558,88,454.7,1,125,i_23,,baseline,2a,Central
p_5329558,89,414.3,1,250,i_184,72,control,2a,Central
p_5329558,90,702.5,1,125,i_200,88,control,2a,Central
p_5329558,91,659.4,1,250,i_191,79,control,2a,Central
p_5329558,92,624.8,1,250,i_86,,baseline,2a,Central
p_5329558,93,739.7,1,250,i_74,,baseline,2a,Central
p_5329558,94,516.5,1,250,i_187,75,control,2a,Central
p_5329558,95,821.5,1,125,i_214,102,control,2a,Central
p_5329558,96,628.6,1,250,i_65,,baseline,2a,Central
p_5329558,97,750.5,1,250,i_90,,baseline,2a,Central
p_5329558,98,341.5,1,250,i_138,26,transposed,2a,Central
p_5329558,99,537.8,1,250,i_181,69,control,2a,Central
p_5329558,100,705.6,1,250,i_137,25,transposed,2a,Central
p_5329558,101,845.4,1,250,i_130,18,transposed,2a,Central
p_5329558,102,686,0,125,i_142,30,transposed,2a,Central
p_5329558,103,1412.6,0,250,i_76,,baseline,2a,Central
p_5329558,104,767.9,1,250,i_99,,baseline,2a,Central
p_5329558,105,752.3,1,250,i_113,1,transposed,2a,Central
p_5329558,106,996.6,1,125,i_10,,baseline,2a,Central
p_5329558,107,275.6,1,250,i_175,63,control,2a,Central
p_5329558,108,1599.2,1,125,i_51,,baseline,2a,Central
p_5329558,109,1099.8,1,125,i_38,,baseline,2a,Central
p_5329558,110,737.7,1,125,i_40,,baseline,2a,Central
p_5329558,111,412.1,1,250,i_126,14,transposed,2a,Central
p_5329558,112,1003.5,1,125,i_213,101,control,2a,Central
p_5329558,113,750.9,1,125,i_20,,baseline,2a,Central
p_5329558,114,633.2,1,250,i_81,,baseline,2a,Central
p_5329558,115,560.4,1,250,i_189,77,control,2a,Central
p_5329558,116,576.8,1,250,i_140,28,transposed,2a,Central
p_5329558,117,1060,1,250,i_87,,baseline,2a,Central
p_5329558,118,298.2,1,250,i_131,19,transposed,2a,Central
p_5329558,119,518.1,1,250,i_98,,baseline,2a,Central
p_5329558,120,559.2,1,125,i_49,,baseline,2a,Central
p_5329558,121,1012.8,1,125,i_56,,baseline,2a,Central
p_5329558,122,359,1,250,i_119,7,transposed,2a,Central
p_5329558,123,670.7,1,250,i_170,58,control,2a,Central
p_5329558,124,591.5,1,125,i_43,,baseline,2a,Central
p_5329558,125,587.3,1,250,i_185,73,control,2a,Central
p_5329558,126,786.8,1,125,i_46,,baseline,2a,Central
p_5329558,127,470.5,1,250,i_104,,baseline,2a,Central
p_5329558,128,599.7,1,250,i_77,,baseline,2a,Central
p_5329558,129,610.6,1,250,i_57,,baseline,2a,Central
p_5329558,130,530.4,1,250,i_129,17,transposed,2a,Central
p_5329558,131,320.3,1,250,i_133,21,transposed,2a,Central
p_5329558,132,1423.7,1,125,i_157,45,transposed,2a,Central
p_5329558,133,1094.6,1,125,i_164,52,transposed,2a,Central
p_5329558,134,471.6,1,250,i_82,,baseline,2a,Central
p_5329558,135,748.6,1,250,i_68,,baseline,2a,Central
p_5329558,136,1106.1,0,125,i_162,50,transposed,2a,Central
p_5329558,137,1267.6,1,250,i_106,,baseline,2a,Central
p_5329558,138,603.3,1,250,i_124,12,transposed,2a,Central
p_5329558,139,545.7,1,125,i_5,,baseline,2a,Central
p_5329558,140,993.2,1,125,i_209,97,control,2a,Central
p_5329558,141,873.7,1,250,i_112,,baseline,2a,Central
p_5329558,142,304.7,1,250,i_128,16,transposed,2a,Central
p_5329558,143,717.2,1,250,i_93,,baseline,2a,Central
p_5329558,144,952.4,1,125,i_11,,baseline,2a,Central
p_5329558,145,1221.6,1,250,i_88,,baseline,2a,Central
p_5329558,146,693.9,1,125,i_1,,baseline,2a,Central
p_5329558,147,876.1,1,125,i_12,,baseline,2a,Central
p_5329558,148,603.8,1,125,i_39,,baseline,2a,Central
p_5329558,149,558.4,1,250,i_176,64,control,2a,Central
p_5329558,150,806.3,1,125,i_203,91,control,2a,Central
p_5329558,151,1013.3,1,125,i_15,,baseline,2a,Central
p_5329558,152,383.8,1,250,i_67,,baseline,2a,Central
p_5329558,153,363.7,1,250,i_188,76,control,2a,Central
p_5329558,154,337.1,1,250,i_169,57,control,2a,Central
p_5329558,155,363.1,1,250,i_132,20,transposed,2a,Central
p_5329558,156,804.5,1,125,i_205,93,control,2a,Central
p_5329558,157,889.8,1,250,i_92,,baseline,2a,Central
p_5329558,158,1011.3,1,125,i_220,108,control,2a,Central
p_5329558,159,1176.8,1,250,i_102,,baseline,2a,Central
p_5329558,160,791,1,125,i_41,,baseline,2a,Central
p_5329558,161,1986.4,1,125,i_168,56,transposed,2a,Central
p_5329558,162,547.7,1,250,i_121,9,transposed,2a,Central
p_5329558,163,646.6,1,125,i_53,,baseline,2a,Central
p_5329558,164,677.5,1,125,i_25,,baseline,2a,Central
p_5329558,165,356.6,1,250,i_118,6,transposed,2a,Central
p_5329558,166,1619.8,0,125,i_14,,baseline,2a,Central
p_5329558,167,386.3,1,250,i_194,82,control,2a,Central
p_5329558,168,653.5,1,125,i_32,,baseline,2a,Central
p_5329558,169,1445.7,0,125,i_42,,baseline,2a,Central
p_5329558,170,699.7,1,125,i_48,,baseline,2a,Central
p_5329558,171,1581.4,0,125,i_144,32,transposed,2a,Central
p_5329558,172,834.9,0,125,i_163,51,transposed,2a,Central
p_5329558,173,744.5,1,125,i_197,85,control,2a,Central
p_5329558,174,627,1,125,i_210,98,control,2a,Central
p_5329558,175,764.9,0,125,i_143,31,transposed,2a,Central
p_5329558,176,830.3,0,125,i_207,95,control,2a,Central
p_5329558,177,1836.5,1,125,i_8,,baseline,2a,Central
p_5329558,178,670.4,1,250,i_83,,baseline,2a,Central
p_5329558,179,833,1,125,i_159,47,transposed,2a,Central
p_5329558,180,1213.3,1,125,i_222,110,control,2a,Central
p_5329558,181,1393.1,0,125,i_161,49,transposed,2a,Central
p_5329558,182,587.4,1,125,i_30,,baseline,2a,Central
p_5329558,183,664.5,1,125,i_45,,baseline,2a,Central
p_5329558,184,482.9,1,125,i_37,,baseline,2a,Central
p_5329558,185,494.2,1,250,i_171,59,control,2a,Central
p_5329558,186,771,0,125,i_206,94,control,2a,Central
p_5329558,187,675.6,1,125,i_24,,baseline,2a,Central
p_5329558,188,608.7,1,125,i_21,,baseline,2a,Central
p_5329558,189,1089,0,125,i_166,54,transposed,2a,Central
p_5329558,190,508.3,1,125,i_34,,baseline,2a,Central
p_5329558,191,844,1,250,i_107,,baseline,2a,Central
p_5329558,192,1138,1,125,i_221,109,control,2a,Central
p_5329558,193,372.7,1,250,i_180,68,control,2a,Central
p_5329558,194,783.9,1,250,i_186,74,control,2a,Central
p_5329558,195,1318,0,250,i_116,4,transposed,2a,Central
p_5329558,196,698.9,1,250,i_80,,baseline,2a,Central
p_5329558,197,1128.7,0,125,i_165,53,transposed,2a,Central
p_5329558,198,726.7,1,250,i_177,65,control,2a,Central
p_5329558,199,2033.5,1,125,i_26,,baseline,2a,Central
p_5329558,200,1693.3,0,125,i_148,36,transposed,2a,Central
p_5329558,201,656.7,1,125,i_201,89,control,2a,Central
p_5329558,202,917.2,1,250,i_193,81,control,2a,Central
p_5329558,203,755.2,1,250,i_111,,baseline,2a,Central
p_5329558,204,549.5,1,125,i_6,,baseline,2a,Central
p_5329558,205,858.7,1,125,i_4,,baseline,2a,Central
p_5329558,206,1539,0,250,i_85,,baseline,2a,Central
p_5329558,207,1203.5,1,125,i_167,55,transposed,2a,Central
p_5329558,208,327.7,1,250,i_190,78,control,2a,Central
p_5329558,209,327.3,1,250,i_105,,baseline,2a,Central
p_5329558,210,534.4,1,250,i_100,,baseline,2a,Central
p_5329558,211,650.5,1,125,i_44,,baseline,2a,Central
p_5329558,212,4239.1,1,125,i_2,,baseline,2a,Central
p_5329558,213,649.7,0,125,i_154,42,transposed,2a,Central
p_5329558,214,642.4,1,125,i_223,111,control,2a,Central
p_5329558,215,844.5,1,125,i_50,,baseline,2a,Central
p_5329558,216,715.4,1,125,i_47,,baseline,2a,Central
p_5329558,217,1039.2,1,125,i_202,90,control,2a,Central
p_5329558,218,372.7,1,250,i_182,70,control,2a,Central
p_5329558,219,627.3,1,250,i_61,,baseline,2a,Central
p_5329558,220,142.3,1,250,i_174,62,control,2a,Central
p_5329558,221,122.2,1,250,i_134,22,transposed,2a,Central
p_5329558,222,709.4,1,250,i_58,,baseline,2a,Central
p_5329558,223,1016.1,1,125,i_9,,baseline,2a,Central
p_5329558,224,362.8,1,250,i_183,71,control,2a,Central
p_5329568,1,1021,1,125,i_21,,baseline,2a,Central
p_5329568,2,2387,0,125,i_146,34,transposed,2a,Central
p_5329568,3,460,1,125,i_141,29,transposed,2a,Central
p_5329568,4,562,1,250,i_105,,baseline,2a,Central
p_5329568,5,721,1,125,i_29,,baseline,2a,Central
p_5329568,6,545,1,250,i_59,,baseline,2a,Central
p_5329568,7,1130,1,125,i_19,,baseline,2a,Central
p_5329568,8,1041,1,125,i_17,,baseline,2a,Central
p_5329568,9,735,1,125,i_38,,baseline,2a,Central
p_5329568,10,507,1,125,i_161,49,transposed,2a,Central
p_5329568,11,608,1,125,i_9,,baseline,2a,Central
p_5329568,12,479,1,125,i_142,30,transposed,2a,Central
p_5329568,13,847,1,125,i_222,110,control,2a,Central
p_5329568,14,408,1,125,i_159,47,transposed,2a,Central
p_5329568,15,1044,1,250,i_139,27,transposed,2a,Central
p_5329568,16,604,1,125,i_32,,baseline,2a,Central
p_5329568,17,832,1,125,i_33,,baseline,2a,Central
p_5329568,18,706,1,250,i_103,,baseline,2a,Central
p_5329568,19,207,1,250,i_176,64,control,2a,Central
p_5329568,20,287,1,125,i_201,89,control,2a,Central
p_5329568,21,486,1,125,i_35,,baseline,2a,Central
p_5329568,22,592,1,250,i_118,6,transposed,2a,Central
p_5329568,23,516,1,125,i_157,45,transposed,2a,Central
p_5329568,24,445,1,125,i_197,85,control,2a,Central
p_5329568,25,494,1,125,i_163,51,transposed,2a,Central
p_5329568,26,789,1,250,i_78,,baseline,2a,Central
p_5329568,27,557,1,250,i_109,,baseline,2a,Central
p_5329568,28,618,1,250,i_75,,baseline,2a,Central
p_5329568,29,624,1,125,i_150,38,transposed,2a,Central
p_5329568,30,904,1,125,i_149,37,transposed,2a,Central
p_5329568,31,727,1,250,i_178,66,control,2a,Central
p_5329568,32,547,1,125,i_3,,baseline,2a,Central
p_5329568,33,720,1,125,i_11,,baseline,2a,Central
p_5329568,34,672,0,125,i_151,39,transposed,2a,Central
p_5329568,35,396,1,250,i_65,,baseline,2a,Central
p_5329568,36,447,1,250,i_137,25,transposed,2a,Central
p_5329568,37,560,1,250,i_77,,baseline,2a,Central
p_5329568,38,696,1,125,i_1,,baseline,2a,Central
p_5329568,39,595,0,125,i_200,88,control,2a,Central
p_5329568,40,529,1,250,i_187,75,control,2a,Central
p_5329568,41,1073,1,125,i_203,91,control,2a,Central
p_5329568,42,907,1,125,i_36,,baseline,2a,Central
p_5329568,43,1405,1,250,i_57,,baseline,2a,Central
p_5329568,44,751,1,125,i_168,56,transposed,2a,Central
p_5329568,45,529,1,250,i_138,26,transposed,2a,Central
p_5329568,46,530,1,250,i_125,13,transposed,2a,Central
p_5329568,47,940,1,125,i_204,92,control,2a,Central
p_5329568,48,802,0,250,i_87,,baseline,2a,Central
p_5329568,49,510,1,250,i_99,,baseline,2a,Central
p_5329568,50,1973,0,125,i_55,,baseline,2a,Central
p_5329568,51,561,1,250,i_122,10,transposed,2a,Central
p_5329568,52,484,1,250,i_86,,baseline,2a,Central
p_5329568,53,579,1,250,i_194,82,control,2a,Central
p_5329568,54,573,0,125,i_162,50,transposed,2a,Central
p_5329568,55,876,1,125,i_6,,baseline,2a,Central
p_5329568,56,556,1,250,i_98,,baseline,2a,Central
p_5329568,57,557,1,250,i_91,,baseline,2a,Central
p_5329568,58,1056,0,125,i_144,32,transposed,2a,Central
p_5329568,59,514,1,125,i_212,100,control,2a,Central
p_5329568,60,535,1,250,i_175,63,control,2a,Central
p_5329568,61,1185,0,125,i_27,,baseline,2a,Central
p_5329568,62,608,1,125,i_48,,baseline,2a,Central
p_5329568,63,848,1,125,i_148,36,transposed,2a,Central
p_5329568,64,464,1,250,i_135,23,transposed,2a,Central
p_5329568,65,507,1,250,i_83,,baseline,2a,Central
p_5329568,66,667,1,125,i_42,,baseline,2a,Central
p_5329568,67,715,1,125,i_56,,baseline,2a,Central
p_5329568,68,613,1,125,i_16,,baseline,2a,Central
p_5329568,69,831,0,125,i_165,53,transposed,2a,Central
p_5329568,70,520,1,250,i_174,62,control,2a,Central
p_5329568,71,897,1,125,i_209,97,control,2a,Central
p_5329568,72,549,1,250,i_82,,baseline,2a,Central
p_5329568,73,965,1,250,i_74,,baseline,2a,Central
p_5329568,74,512,1,250,i_196,84,control,2a,Central
p_5329568,75,863,1,250,i_71,,baseline,2a,Central
p_5329568,76,802,1,125,i_211,99,control,2a,Central
p_5329568,77,1008,1,125,i_220,108,control,2a,Central
p_5329568,78,1127,1,125,i_152,40,transposed,2a,Central
p_5329568,79,603,1,250,i_116,4,transposed,2a,Central
p_5329568,80,816,1,250,i_58,,baseline,2a,Central
p_5329568,81,551,1,125,i_164,52,transposed,2a,Central
p_5329568,82,455,1,250,i_171,59,control,2a,Central
p_5329568,83,579,1,250,i_60,,baseline,2a,Central
p_5329568,84,490,1,250,i_96,,baseline,2a,Central
p_5329568,85,416,1,250,i_63,,baseline,2a,Central
p_5329568,86,574,1,250,i_93,,baseline,2a,Central
p_5329568,87,427,1,250,i_182,70,control,2a,Central
p_5329568,88,488,1,125,i_49,,baseline,2a,Central
p_5329568,89,523,1,125,i_4,,baseline,2a,Central
p_5329568,90,820,0,125,i_24,,baseline,2a,Central
p_5329568,91,476,1,125,i_210,98,control,2a,Central
p_5329568,92,1310,0,125,i_221,109,control,2a,Central
p_5329568,93,433,1,250,i_64,,baseline,2a,Central
p_5329568,94,583,1,250,i_140,28,transposed,2a,Central
p_5329568,95,552,1,250,i_124,12,transposed,2a,Central
p_5329568,96,509,1,250,i_70,,baseline,2a,Central
p_5329568,97,486,1,125,i_10,,baseline,2a,Central
p_5329568,98,416,1,125,i_53,,baseline,2a,Central
p_5329568,99,547,1,125,i_145,33,transposed,2a,Central
p_5329568,100,451,1,250,i_66,,baseline,2a,Central
p_5329568,101,444,1,250,i_69,,baseline,2a,Central
p_5329568,102,426,1,250,i_185,73,control,2a,Central
p_5329568,103,444,1,125,i_40,,baseline,2a,Central
p_5329568,104,375,1,250,i_195,83,control,2a,Central
p_5329568,105,862,1,250,i_191,79,control,2a,Central
p_5329568,106,483,1,125,i_52,,baseline,2a,Central
p_5329568,107,929,1,250,i_112,,baseline,2a,Central
p_5329568,108,493,1,125,i_215,103,control,2a,Central
p_5329568,109,562,0,125,i_213,101,control,2a,Central
p_5329568,110,525,1,250,i_95,,baseline,2a,Central
p_5329568,111,392,1,250,i_81,,baseline,2a,Central
p_5329568,112,657,1,125,i_8,,baseline,2a,Central
p_5329568,113,657,1,125,i_208,96,control,2a,Central
p_5329568,114,456,1,125,i_207,95,control,2a,Central
p_5329568,115,414,1,125,i_216,104,control,2a,Central
p_5329568,116,568,1,125,i_2,,baseline,2a,Central
p_5329568,117,541,1,250,i_97,,baseline,2a,Central
p_5329568,118,475,1,250,i_101,,baseline,2a,Central
p_5329568,119,467,1,125,i_206,94,control,2a,Central
p_5329568,120,542,1,125,i_143,31,transposed,2a,Central
p_5329568,121,421,1,125,i_7,,baseline,2a,Central
p_5329568,122,540,1,125,i_47,,baseline,2a,Central
p_5329568,123,644,0,125,i_147,35,transposed,2a,Central
p_5329568,124,339,1,250,i_68,,baseline,2a,Central
p_5329568,125,598,1,125,i_34,,baseline,2a,Central
p_5329568,126,435,0,125,i_199,87,control,2a,Central
p_5329568,127,739,1,125,i_22,,baseline,2a,Central
p_5329568,128,443,1,125,i_43,,baseline,2a,Central
p_5329568,129,619,1,250,i_84,,baseline,2a,Central
p_5329568,130,551,1,125,i_15,,baseline,2a,Central
p_5329568,131,508,1,125,i_155,43,transposed,2a,Central
p_5329568,132,890,1,250,i_132,20,transposed,2a,Central
p_5329568,133,636,1,250,i_108,,baseline,2a,Central
p_5329568,134,483,1,125,i_37,,baseline,2a,Central
p_5329568,135,453,1,250,i_169,57,control,2a,Central
p_5329568,136,469,1,125,i_54,,baseline,2a,Central
p_5329568,137,409,1,250,i_107,,baseline,2a,Central
p_5329568,138,392,1,250,i_192,80,control,2a,Central
p_5329568,139,610,1,250,i_130,18,transposed,2a,Central
p_5329568,140,372,1,250,i_128,16,transposed,2a,Central
p_5329568,141,507,1,125,i_25,,baseline,2a,Central
p_5329568,142,1220,1,250,i_117,5,transposed,2a,Central
p_5329568,143,404,1,250,i_180,68,control,2a,Central
p_5329568,144,451,1,125,i_20,,baseline,2a,Central
p_5329568,145,769,0,125,i_154,42,transposed,2a,Central
p_5329568,146,487,1,250,i_188,76,control,2a,Central
p_5329568,147,797,0,125,i_160,48,transposed,2a,Central
p_5329568,148,333,1,250,i_123,11,transposed,2a,Central
p_5329568,149,335,1,125,i_39,,baseline,2a,Central
p_5329568,150,352,1,125,i_153,41,transposed,2a,Central
p_5329568,151,340,1,250,i_104,,baseline,2a,Central
p_5329568,152,358,1,250,i_183,71,control,2a,Central
p_5329568,153,389,1,250,i_127,15,transposed,2a,Central
p_5329568,154,1044,1,250,i_120,8,transposed,2a,Central
p_5329568,155,721,1,250,i_186,74,control,2a,Central
p_5329568,156,476,1,250,i_177,65,control,2a,Central
