Participant_ID,Trial_Number,Reaction_Time,Accuracy,Presentation_Rate,item,triplet,Sentence_Type,Experiment,Location
p_13784318,1,403,1,250,i_59,,baseline,2a,Central
p_13784318,2,588.6000004,1,125,i_8,,baseline,2a,Central
p_13784318,3,599.3999996,1,250,i_57,,baseline,2a,Central
p_13784318,4,1162.799999,0,125,i_224,112,control,2a,Central
p_13784318,5,921.8999996,1,125,i_16,,baseline,2a,Central
p_13784318,6,298.8999996,1,250,i_129,17,transposed,2a,Central
p_13784318,7,668,1,250,i_173,61,control,2a,Central
p_13784318,8,333,1,250,i_117,5,transposed,2a,Central
p_13784318,9,395.7000008,0,250,i_80,,baseline,2a,Central
p_13784318,10,402.5,1,250,i_64,,baseline,2a,Central
p_13784318,11,876.3000002,0,125,i_32,,baseline,2a,Central
p_13784318,12,528.1000004,1,250,i_94,,baseline,2a,Central
p_13784318,13,619.5,1,250,i_104,,baseline,2a,Central
p_13784318,14,210.6999998,1,250,i_193,81,control,2a,Central
p_13784318,15,962.8999996,1,125,i_31,,baseline,2a,Central
p_13784318,16,547.7000008,1,125,i_51,,baseline,2a,Central
p_13784318,17,278.6999998,1,250,i_182,70,control,2a,Central
p_13784318,18,323.5,1,250,i_73,,baseline,2a,Central
p_13784318,19,326.5,1,250,i_125,13,transposed,2a,Central
p_13784318,20,391.1999998,1,250,i_119,7,transposed,2a,Central
p_13784318,21,581.8000002,1,250,i_74,,baseline,2a,Central
p_13784318,22,827.7000008,1,125,i_211,99,control,2a,Central
p_13784318,23,228.2999992,1,250,i_115,3,transposed,2a,Central
p_13784318,24,422.8999996,1,250,i_60,,baseline,2a,Central
p_13784318,25,308.7000008,1,250,i_65,,baseline,2a,Central
p_13784318,26,225.3999996,1,250,i_138,26,transposed,2a,Central
p_13784318,27,580.3999996,1,250,i_118,6,transposed,2a,Central
p_13784318,28,889.5,1,125,i_30,,baseline,2a,Central
p_13784318,29,285.3000002,1,250,i_139,27,transposed,2a,Central
p_13784318,30,465.1999998,0,125,i_20,,baseline,2a,Central
p_13784318,31,439.5,1,125,i_17,,baseline,2a,Central
p_13784318,32,441.0999994,1,250,i_61,,baseline,2a,Central
p_13784318,33,779.5999994,1,250,i_66,,baseline,2a,Central
p_13784318,34,1164.1,0,125,i_145,33,transposed,2a,Central
p_13784318,35,1167.1,0,250,i_136,24,transposed,2a,Central
p_13784318,36,376.9000006,0,250,i_179,67,control,2a,Central
p_13784318,37,477.3000002,1,125,i_41,,baseline,2a,Central
p_13784318,38,917.3999996,1,125,i_12,,baseline,2a,Central
p_13784318,39,272.8000002,1,250,i_170,58,control,2a,Central
p_13784318,40,730.3999996,0,125,i_147,35,transposed,2a,Central
p_13784318,41,359.3000002,1,125,i_53,,baseline,2a,Central
p_13784318,42,392.5999994,1,125,i_23,,baseline,2a,Central
p_13784318,43,361.7999992,1,250,i_100,,baseline,2a,Central
p_13784318,44,504.8999996,0,125,i_144,32,transposed,2a,Central
p_13784318,45,1006.9,1,250,i_95,,baseline,2a,Central
p_13784318,46,251.1000004,1,250,i_72,,baseline,2a,Central
p_13784318,47,373,1,250,i_111,,baseline,2a,Central
p_13784318,48,273.5999994,1,250,i_124,12,transposed,2a,Central
p_13784318,49,680.1999998,1,125,i_204,92,control,2a,Central
p_13784318,50,268,1,250,i_102,,baseline,2a,Central
p_13784318,51,219.1999998,1,250,i_190,78,control,2a,Central
p_13784318,52,426.1999998,1,250,i_86,,baseline,2a,Central
p_13784318,53,793.7000008,0,125,i_148,36,transposed,2a,Central
p_13784318,54,757,0,125,i_56,,baseline,2a,Central
p_13784318,55,651.1999998,0,125,i_150,38,transposed,2a,Central
p_13784318,56,362.3999996,1,125,i_48,,baseline,2a,Central
p_13784318,57,240.8000002,1,250,i_81,,baseline,2a,Central
p_13784318,58,430.9000006,1,250,i_69,,baseline,2a,Central
p_13784318,59,321.3999996,0,125,i_155,43,transposed,2a,Central
p_13784318,60,299.1999998,1,250,i_185,73,control,2a,Central
p_13784318,61,461.8000002,1,125,i_37,,baseline,2a,Central
p_13784318,62,364.5,1,125,i_25,,baseline,2a,Central
p_13784318,63,352.9000006,1,250,i_135,23,transposed,2a,Central
p_13784318,64,365.7999992,1,125,i_27,,baseline,2a,Central
p_13784318,65,581,0,125,i_199,87,control,2a,Central
p_13784318,66,377.0999994,1,250,i_188,76,control,2a,Central
p_13784318,67,455.6999998,0,125,i_214,102,control,2a,Central
p_13784318,68,221.3000002,1,125,i_216,104,control,2a,Central
p_13784318,69,236.8000002,1,125,i_38,,baseline,2a,Central
p_13784318,70,233.3000002,1,250,i_79,,baseline,2a,Central
p_13784318,71,391.1999998,1,250,i_181,69,control,2a,Central
p_13784318,72,28.29999924,1,250,i_116,4,transposed,2a,Central
p_13784318,73,1080.8,1,125,i_200,88,control,2a,Central
p_13784318,74,436.3999996,1,125,i_7,,baseline,2a,Central
p_13784318,75,528.1000004,1,125,i_11,,baseline,2a,Central
p_13784318,76,289.3999996,0,125,i_160,48,transposed,2a,Central
p_13784318,77,3.299999237,1,250,i_128,16,transposed,2a,Central
p_13784318,78,380,1,250,i_68,,baseline,2a,Central
p_13784318,79,289.5999994,1,250,i_109,,baseline,2a,Central
p_13784318,80,1862.8,1,250,i_191,79,control,2a,Central
p_13784318,81,1147.8,1,125,i_15,,baseline,2a,Central
p_13784318,82,642.8999996,1,250,i_91,,baseline,2a,Central
p_13784318,83,1350.3,1,250,i_175,63,control,2a,Central
p_13784318,84,879.1999998,1,125,i_220,108,control,2a,Central
p_13784318,85,643,1,125,i_223,111,control,2a,Central
p_13784318,86,424.5999994,1,125,i_45,,baseline,2a,Central
p_13784318,87,379.3000002,1,125,i_205,93,control,2a,Central
p_13784318,88,226.0999994,0,250,i_98,,baseline,2a,Central
p_13784318,89,514.1999998,0,125,i_159,47,transposed,2a,Central
p_13784318,90,846.5999994,1,125,i_218,106,control,2a,Central
p_13784318,91,281.3000002,1,250,i_84,,baseline,2a,Central
p_13784318,92,608.3000002,1,125,i_219,107,control,2a,Central
p_13784318,93,400.7999992,0,125,i_152,40,transposed,2a,Central
p_13784318,94,1458.3,0,250,i_92,,baseline,2a,Central
p_13784318,95,222.6999998,1,250,i_180,68,control,2a,Central
p_13784318,96,559.8999996,1,125,i_52,,baseline,2a,Central
p_13784318,97,257.1000004,1,125,i_40,,baseline,2a,Central
p_13784318,98,733.3999996,1,250,i_194,82,control,2a,Central
p_13784318,99,319,1,125,i_142,30,transposed,2a,Central
p_13784318,100,366.2999992,1,250,i_97,,baseline,2a,Central
p_13784318,101,741.3000002,1,125,i_6,,baseline,2a,Central
p_13784318,102,469.5,0,125,i_143,31,transposed,2a,Central
p_13784318,103,372.0999994,1,250,i_93,,baseline,2a,Central
p_13784318,104,546.6999998,1,125,i_198,86,control,2a,Central
p_13784318,105,244.3999996,1,250,i_63,,baseline,2a,Central
p_13784318,106,422,0,125,i_212,100,control,2a,Central
p_13784318,107,686.5,1,125,i_197,85,control,2a,Central
p_13784318,108,499.6000004,1,125,i_42,,baseline,2a,Central
p_13784318,109,334.6999998,1,250,i_105,,baseline,2a,Central
p_13784318,110,809.3000002,1,125,i_9,,baseline,2a,Central
p_13784318,111,597.9000006,1,125,i_54,,baseline,2a,Central
p_13784318,112,1651.2,1,125,i_161,49,transposed,2a,Central
p_13784318,113,341.3000002,1,125,i_5,,baseline,2a,Central
p_13784318,114,474.8000002,1,125,i_4,,baseline,2a,Central
p_13784318,115,2036.2,0,125,i_206,94,control,2a,Central
p_13784318,116,343.2999992,1,250,i_178,66,control,2a,Central
p_13784318,117,219.1999998,1,125,i_210,98,control,2a,Central
p_13784318,118,674.9000006,1,125,i_217,105,control,2a,Central
p_13784318,119,600.1000004,1,250,i_176,64,control,2a,Central
p_13784318,120,370.6999998,1,250,i_133,21,transposed,2a,Central
p_13784318,121,329.6000004,1,125,i_49,,baseline,2a,Central
p_13784318,122,200.5,1,250,i_112,,baseline,2a,Central
p_13784318,123,387,0,250,i_132,20,transposed,2a,Central
p_13784318,124,154.5,1,250,i_186,74,control,2a,Central
p_13784318,125,905.0999994,1,125,i_43,,baseline,2a,Central
p_13784318,126,219.0999994,1,250,i_174,62,control,2a,Central
p_13784318,127,440.5,0,125,i_157,45,transposed,2a,Central
p_13784318,128,774.1000004,0,125,i_164,52,transposed,2a,Central
p_13784318,129,290.3999996,1,250,i_62,,baseline,2a,Central
p_13784318,130,346.8999996,1,125,i_55,,baseline,2a,Central
p_13784318,131,576,0,125,i_163,51,transposed,2a,Central
p_13784318,132,287.6999998,1,250,i_107,,baseline,2a,Central
p_13784318,133,578.5,1,125,i_39,,baseline,2a,Central
p_13784318,134,431.9000006,0,125,i_146,34,transposed,2a,Central
p_13784318,135,677.1999998,1,125,i_222,110,control,2a,Central
p_13784318,136,215.2999992,1,250,i_196,84,control,2a,Central
p_13784318,137,425.8000002,1,125,i_141,29,transposed,2a,Central
p_13784318,138,255.5999994,1,250,i_78,,baseline,2a,Central
p_13784318,139,390.6000004,0,125,i_35,,baseline,2a,Central
p_13784318,140,1232.8,1,125,i_149,37,transposed,2a,Central
p_13784318,141,464.9000006,0,125,i_168,56,transposed,2a,Central
p_13784318,142,563.6999998,0,125,i_34,,baseline,2a,Central
p_13784318,143,302.6000004,1,250,i_67,,baseline,2a,Central
p_13784318,144,540.5,1,125,i_21,,baseline,2a,Central
p_13784318,145,262.4000006,1,250,i_77,,baseline,2a,Central
p_13784318,146,719,1,250,i_130,18,transposed,2a,Central
p_13784318,147,237.8000002,1,250,i_187,75,control,2a,Central
p_13784318,148,293.8000002,1,125,i_3,,baseline,2a,Central
p_13784318,149,687,0,125,i_208,96,control,2a,Central
p_13784318,150,705.5999994,1,250,i_108,,baseline,2a,Central
p_13784318,151,313.5,1,250,i_71,,baseline,2a,Central
p_13784318,152,345.4000006,1,125,i_13,,baseline,2a,Central
p_13784318,153,1225.4,0,125,i_215,103,control,2a,Central
p_13784318,154,358.3999996,1,250,i_96,,baseline,2a,Central
p_13784318,155,798.5,0,125,i_153,41,transposed,2a,Central
p_13784318,156,206.0999994,1,250,i_82,,baseline,2a,Central
p_13784318,157,229.8000002,1,250,i_101,,baseline,2a,Central
p_13784318,158,1192.700001,1,250,i_137,25,transposed,2a,Central
p_13784318,159,600,1,125,i_36,,baseline,2a,Central
p_13784318,160,699,0,125,i_151,39,transposed,2a,Central
p_13784318,161,320.6000004,1,250,i_90,,baseline,2a,Central
p_13784318,162,450.6999998,0,125,i_165,53,transposed,2a,Central
p_13784318,163,480.5,1,125,i_33,,baseline,2a,Central
p_13784318,164,511,1,125,i_213,101,control,2a,Central
p_13784318,165,262.0999994,1,250,i_195,83,control,2a,Central
p_13784318,166,262.8000002,1,250,i_75,,baseline,2a,Central
p_13784318,167,357,1,125,i_14,,baseline,2a,Central
p_13784318,168,641.8999996,1,125,i_203,91,control,2a,Central
p_13784318,169,460.3000002,1,125,i_29,,baseline,2a,Central
p_13784318,170,610.8000002,1,125,i_28,,baseline,2a,Central
p_13784318,171,533.3999996,0,250,i_85,,baseline,2a,Central
p_13784318,172,218.8999996,1,250,i_184,72,control,2a,Central
p_13784318,173,247.2999992,1,250,i_113,1,transposed,2a,Central
p_13784318,174,185.6000004,1,250,i_134,22,transposed,2a,Central
p_13784318,175,157.3999996,1,250,i_183,71,control,2a,Central
p_13784318,176,66.69999981,1,250,i_140,28,transposed,2a,Central
p_13784318,177,338.4000006,1,250,i_76,,baseline,2a,Central
p_13784318,178,257.7999992,1,125,i_47,,baseline,2a,Central
p_13784318,179,304.5,1,125,i_44,,baseline,2a,Central
p_13784318,180,754,1,125,i_209,97,control,2a,Central
p_13784318,181,936,1,125,i_22,,baseline,2a,Central
p_13784318,182,988.9000006,1,125,i_221,109,control,2a,Central
p_13784318,183,244.6999998,1,250,i_122,10,transposed,2a,Central
p_13784318,184,295.6000004,1,125,i_19,,baseline,2a,Central
p_13784318,185,416.0999994,0,125,i_158,46,transposed,2a,Central
p_13784318,186,258.2000008,1,250,i_172,60,control,2a,Central
p_13784318,187,366.6999998,0,125,i_166,54,transposed,2a,Central
p_13784318,188,18.29999924,1,250,i_131,19,transposed,2a,Central
p_13784318,189,400.1999998,1,125,i_46,,baseline,2a,Central
p_13784318,190,543.5,0,125,i_162,50,transposed,2a,Central
p_13784318,191,781.6000004,1,125,i_2,,baseline,2a,Central
p_13784318,192,299.5,1,250,i_192,80,control,2a,Central
p_13784318,193,276.3000002,1,250,i_120,8,transposed,2a,Central
p_13784318,194,422.6999998,0,250,i_87,,baseline,2a,Central
p_13784318,195,482.3999996,1,125,i_18,,baseline,2a,Central
p_13784318,196,378.5999994,0,125,i_154,42,transposed,2a,Central
p_13784318,197,566.8000002,1,125,i_201,89,control,2a,Central
p_13784318,198,289.6999998,1,250,i_126,14,transposed,2a,Central
p_13784318,199,973.4000006,1,250,i_83,,baseline,2a,Central
p_13784318,200,4.800000191,1,250,i_114,2,transposed,2a,Central
p_13784318,201,836.5,1,250,i_89,,baseline,2a,Central
p_13784318,202,422.3999996,1,125,i_10,,baseline,2a,Central
p_13784318,203,525.2000008,1,250,i_123,11,transposed,2a,Central
p_13784318,204,299.1999998,1,250,i_58,,baseline,2a,Central
p_13784318,205,245,1,250,i_121,9,transposed,2a,Central
p_13784318,206,209.6999998,1,250,i_110,,baseline,2a,Central
p_13784318,207,286.1999998,0,125,i_156,44,transposed,2a,Central
p_13784318,208,278.2000008,1,125,i_26,,baseline,2a,Central
p_13784318,209,751.1999998,1,250,i_70,,baseline,2a,Central
p_13784318,210,375.3000002,1,250,i_171,59,control,2a,Central
p_13784318,211,311.4000006,1,250,i_103,,baseline,2a,Central
p_13784318,212,333.4000006,0,125,i_207,95,control,2a,Central
p_13784318,213,272.5,1,125,i_24,,baseline,2a,Central
p_13784318,214,851.6000004,1,125,i_50,,baseline,2a,Central
p_13784318,215,257.1999998,1,125,i_1,,baseline,2a,Central
p_13784318,216,74.89999962,1,250,i_189,77,control,2a,Central
p_13784318,217,348.6000004,1,250,i_88,,baseline,2a,Central
p_13784318,218,299.1999998,1,250,i_177,65,control,2a,Central
p_13784318,219,195.8000002,1,250,i_99,,baseline,2a,Central
p_13784318,220,1074.299999,0,250,i_106,,baseline,2a,Central
p_13784318,221,270.3999996,1,250,i_169,57,control,2a,Central
p_13784318,222,470.5999994,0,125,i_167,55,transposed,2a,Central
p_13784318,223,315.6999998,1,250,i_127,15,transposed,2a,Central
p_13784318,224,543,0,125,i_202,90,control,2a,Central
p_13784322,1,315.6,1,250,i_12,,baseline,2a,Central
p_13784322,2,932.8,1,125,i_91,,baseline,2a,Central
p_13784322,3,510.3,1,125,i_79,,baseline,2a,Central
p_13784322,4,631.1,1,125,i_100,,baseline,2a,Central
p_13784322,5,459.6,1,250,i_26,,baseline,2a,Central
p_13784322,6,478.3,1,250,i_165,53,control,2a,Central
p_13784322,7,365.5,1,250,i_25,,baseline,2a,Central
p_13784322,8,840.1,0,125,i_193,81,transposed,2a,Central
p_13784322,9,393.9,1,250,i_215,103,transposed,2a,Central
p_13784322,10,415.6,1,250,i_4,,baseline,2a,Central
p_13784322,11,458.7,1,125,i_190,78,transposed,2a,Central
p_13784322,12,994.8,1,250,i_19,,baseline,2a,Central
p_13784322,13,435.8,1,125,i_66,,baseline,2a,Central
p_13784322,14,450.1,1,125,i_109,,baseline,2a,Central
p_13784322,15,689.6,1,250,i_35,,baseline,2a,Central
p_13784322,16,897.6,0,125,i_92,,baseline,2a,Central
p_13784322,17,957.3,1,125,i_140,28,control,2a,Central
p_13784322,18,490.4,1,125,i_70,,baseline,2a,Central
p_13784322,19,533.1,1,250,i_143,31,control,2a,Central
p_13784322,20,755.7,1,125,i_64,,baseline,2a,Central
p_13784322,21,1454,1,125,i_127,15,control,2a,Central
p_13784322,22,425.8,1,250,i_158,46,control,2a,Central
p_13784322,23,412,1,250,i_34,,baseline,2a,Central
p_13784322,24,451.6,1,125,i_93,,baseline,2a,Central
p_13784322,25,1375.3,1,250,i_201,89,transposed,2a,Central
p_13784322,26,449.1,1,250,i_39,,baseline,2a,Central
p_13784322,27,1196.9,0,250,i_204,92,transposed,2a,Central
p_13784322,28,437.9,1,250,i_147,35,control,2a,Central
p_13784322,29,379.1,1,125,i_63,,baseline,2a,Central
p_13784322,30,692.5,1,125,i_73,,baseline,2a,Central
p_13784322,31,471.5,1,125,i_80,,baseline,2a,Central
p_13784322,32,1103.5,1,125,i_179,67,transposed,2a,Central
p_13784322,33,372.4,1,250,i_33,,baseline,2a,Central
p_13784322,34,968.7,1,250,i_197,85,transposed,2a,Central
p_13784322,35,2236.2,0,125,i_75,,baseline,2a,Central
p_13784322,36,853.3,1,250,i_22,,baseline,2a,Central
p_13784322,37,547.9,1,250,i_205,93,transposed,2a,Central
p_13784322,38,418.5,1,250,i_53,,baseline,2a,Central
p_13784322,39,426.4,1,125,i_98,,baseline,2a,Central
p_13784322,40,568.5,1,125,i_84,,baseline,2a,Central
p_13784322,41,915.3,0,125,i_133,21,control,2a,Central
p_13784322,42,442.5,1,125,i_118,6,control,2a,Central
p_13784322,43,461.2,1,250,i_203,91,transposed,2a,Central
p_13784322,44,522.2,0,250,i_222,110,transposed,2a,Central
p_13784322,45,1040,1,250,i_207,95,transposed,2a,Central
p_13784322,46,420.3,1,125,i_60,,baseline,2a,Central
p_13784322,47,357.9,1,250,i_155,43,control,2a,Central
p_13784322,48,495.1,1,125,i_82,,baseline,2a,Central
p_13784322,49,494.8,1,125,i_104,,baseline,2a,Central
p_13784322,50,707.3,1,125,i_74,,baseline,2a,Central
p_13784322,51,295.2,1,250,i_9,,baseline,2a,Central
p_13784322,52,523.1,1,125,i_131,19,control,2a,Central
p_13784322,53,1047.5,0,125,i_85,,baseline,2a,Central
p_13784322,54,677.7,1,250,i_11,,baseline,2a,Central
p_13784322,55,461.3,1,250,i_7,,baseline,2a,Central
p_13784322,56,654.8,1,125,i_88,,baseline,2a,Central
p_13784322,57,407.6,1,125,i_96,,baseline,2a,Central
p_13784322,58,452.4,1,250,i_20,,baseline,2a,Central
p_13784322,59,610.1,1,250,i_202,90,transposed,2a,Central
p_13784322,60,369.5,1,250,i_218,106,transposed,2a,Central
p_13784322,61,621.5,1,125,i_113,1,control,2a,Central
p_13784322,62,574.7,1,125,i_124,12,control,2a,Central
p_13784322,63,1046.5,1,125,i_108,,baseline,2a,Central
p_13784322,64,923.7,0,125,i_195,83,transposed,2a,Central
p_13784322,65,418.5,0,250,i_21,,baseline,2a,Central
p_13784322,66,468.9,1,250,i_23,,baseline,2a,Central
p_13784322,67,379.9,1,250,i_149,37,control,2a,Central
p_13784322,68,855.9,0,125,i_119,7,control,2a,Central
p_13784322,69,405.5,0,125,i_135,23,control,2a,Central
p_13784322,70,1787.9,0,125,i_185,73,transposed,2a,Central
p_13784322,71,398.6,1,250,i_198,86,transposed,2a,Central
p_13784322,72,2236,1,250,i_166,54,control,2a,Central
p_13784322,73,611.3,0,125,i_169,57,transposed,2a,Central
p_13784322,74,503.5,1,125,i_177,65,transposed,2a,Central
p_13784322,75,1355.8,1,250,i_6,,baseline,2a,Central
p_13784322,76,600.8,1,250,i_13,,baseline,2a,Central
p_13784322,77,1102.8,0,125,i_136,24,control,2a,Central
p_13784322,78,1242.5,0,250,i_54,,baseline,2a,Central
p_13784322,79,404,1,250,i_45,,baseline,2a,Central
p_13784322,80,396.4,1,250,i_150,38,control,2a,Central
p_13784322,81,363.1,1,125,i_65,,baseline,2a,Central
p_13784322,82,900,1,250,i_168,56,control,2a,Central
p_13784322,83,543.4,1,250,i_47,,baseline,2a,Central
p_13784322,84,450,1,250,i_49,,baseline,2a,Central
p_13784322,85,1114.1,1,250,i_41,,baseline,2a,Central
p_13784322,86,728.3,0,125,i_188,76,transposed,2a,Central
p_13784322,87,1073,1,125,i_57,,baseline,2a,Central
p_13784322,88,335.7,1,250,i_146,34,control,2a,Central
p_13784322,89,468.9,1,250,i_154,42,control,2a,Central
p_13784322,90,374.8,1,250,i_2,,baseline,2a,Central
p_13784322,91,341.9,1,125,i_103,,baseline,2a,Central
p_13784322,92,896.6,1,125,i_97,,baseline,2a,Central
p_13784322,93,1052.8,1,250,i_223,111,transposed,2a,Central
p_13784322,94,643.8,1,125,i_111,,baseline,2a,Central
p_13784322,95,296.9,1,250,i_32,,baseline,2a,Central
p_13784322,96,1013,0,250,i_167,55,control,2a,Central
p_13784322,97,325.2,1,250,i_213,101,transposed,2a,Central
p_13784322,98,463.1,1,250,i_142,30,control,2a,Central
p_13784322,99,337.9,1,250,i_214,102,transposed,2a,Central
p_13784322,100,274.9,1,250,i_14,,baseline,2a,Central
p_13784322,101,399.9,0,125,i_180,68,transposed,2a,Central
p_13784322,102,526,0,125,i_178,66,transposed,2a,Central
p_13784322,103,628,0,250,i_17,,baseline,2a,Central
p_13784322,104,275,1,250,i_40,,baseline,2a,Central
p_13784322,105,1087,1,125,i_94,,baseline,2a,Central
p_13784322,106,760.5,0,125,i_191,79,transposed,2a,Central
p_13784322,107,1779.3,1,125,i_125,13,control,2a,Central
p_13784322,108,701.1,1,125,i_90,,baseline,2a,Central
p_13784322,109,439.2,1,125,i_68,,baseline,2a,Central
p_13784322,110,388.2,1,125,i_81,,baseline,2a,Central
p_13784322,111,462.4,0,125,i_139,27,control,2a,Central
p_13784322,112,339.2,1,250,i_36,,baseline,2a,Central
p_13784322,113,740.7,0,125,i_134,22,control,2a,Central
p_13784322,114,657.1,0,125,i_173,61,transposed,2a,Central
p_13784322,115,950.3,0,250,i_212,100,transposed,2a,Central
p_13784322,116,678,1,125,i_78,,baseline,2a,Central
p_13784322,117,1180.1,1,125,i_175,63,transposed,2a,Central
p_13784322,118,1402.5,1,125,i_69,,baseline,2a,Central
p_13784322,119,324.3,1,250,i_209,97,transposed,2a,Central
p_13784322,120,410.9,1,250,i_151,39,control,2a,Central
p_13784322,121,1135.8,1,125,i_182,70,transposed,2a,Central
p_13784322,122,978,1,125,i_107,,baseline,2a,Central
p_13784322,123,1614.1,1,125,i_137,25,control,2a,Central
p_13784322,124,543.8,0,250,i_200,88,transposed,2a,Central
p_13784322,125,423.8,1,250,i_216,104,transposed,2a,Central
p_13784322,126,935,1,125,i_176,64,transposed,2a,Central
p_13784322,127,1860.3,1,125,i_170,58,transposed,2a,Central
p_13784322,128,2241.1,0,125,i_114,2,control,2a,Central
p_13784322,129,628.4,0,125,i_117,5,control,2a,Central
p_13784322,130,944.7,1,125,i_87,,baseline,2a,Central
p_13784322,131,1987,1,125,i_105,,baseline,2a,Central
p_13784322,132,2061.1,0,125,i_184,72,transposed,2a,Central
p_13784322,133,997.9,1,125,i_59,,baseline,2a,Central
p_13784322,134,1232.2,1,250,i_30,,baseline,2a,Central
p_13784322,135,275.2,0,250,i_219,107,transposed,2a,Central
p_13784322,136,447.6,1,125,i_86,,baseline,2a,Central
p_13784322,137,354.5,1,250,i_159,47,control,2a,Central
p_13784322,138,396.6,1,250,i_152,40,control,2a,Central
p_13784322,139,305.1,1,250,i_37,,baseline,2a,Central
p_13784322,140,350.7,0,125,i_172,60,transposed,2a,Central
p_13784322,141,604.2,0,125,i_115,3,control,2a,Central
p_13784322,142,431.5,1,250,i_18,,baseline,2a,Central
p_13784322,143,219.8,1,250,i_15,,baseline,2a,Central
p_13784322,144,862.2,1,125,i_83,,baseline,2a,Central
p_13784322,145,537.7,0,125,i_130,18,control,2a,Central
p_13784322,146,505.3,1,125,i_58,,baseline,2a,Central
p_13784322,147,366.3,1,250,i_145,33,control,2a,Central
p_13784322,148,599.2,1,125,i_72,,baseline,2a,Central
p_13784322,149,943,0,125,i_128,16,control,2a,Central
p_13784322,150,772.8,1,125,i_120,8,control,2a,Central
p_13784322,151,453.8,1,250,i_156,44,control,2a,Central
p_13784322,152,1143.8,1,125,i_116,4,control,2a,Central
p_13784322,153,420.2,1,125,i_76,,baseline,2a,Central
p_13784322,154,325,0,125,i_181,69,transposed,2a,Central
p_13784322,155,672,0,125,i_102,,baseline,2a,Central
p_13784322,156,335.5,1,250,i_10,,baseline,2a,Central
p_13784322,157,421.2,1,125,i_171,59,transposed,2a,Central
p_13784322,158,679.6,1,125,i_67,,baseline,2a,Central
p_13784322,159,290.1,1,250,i_161,49,control,2a,Central
p_13784322,160,289.9,1,125,i_186,74,transposed,2a,Central
p_13784322,161,715,1,250,i_28,,baseline,2a,Central
p_13784322,162,401.1,1,250,i_55,,baseline,2a,Central
p_13784322,163,415.3,1,250,i_46,,baseline,2a,Central
p_13784322,164,1256.3,1,125,i_61,,baseline,2a,Central
p_13784322,165,364.4,1,250,i_164,52,control,2a,Central
p_13784322,166,493.3,1,250,i_50,,baseline,2a,Central
p_13784322,167,406,1,125,i_99,,baseline,2a,Central
p_13784322,168,1502.3,1,125,i_101,,baseline,2a,Central
p_13784322,169,500.9,0,125,i_192,80,transposed,2a,Central
p_13784322,170,959,1,125,i_129,17,control,2a,Central
p_13784322,171,1207.5,1,250,i_1,,baseline,2a,Central
p_13784322,172,262.4,1,250,i_5,,baseline,2a,Central
p_13784322,173,433.1,1,250,i_220,108,transposed,2a,Central
p_13784322,174,697.4,1,250,i_38,,baseline,2a,Central
p_13784322,175,724.2,1,250,i_210,98,transposed,2a,Central
p_13784322,176,814.7,1,125,i_132,20,control,2a,Central
p_13784322,177,379.3,1,250,i_148,36,control,2a,Central
p_13784322,178,361.7,1,250,i_3,,baseline,2a,Central
p_13784322,179,418.4,0,125,i_121,9,control,2a,Central
p_13784322,180,341.7,1,125,i_106,,baseline,2a,Central
p_13784322,181,384.4,1,250,i_42,,baseline,2a,Central
p_13784322,182,1209.1,0,250,i_221,109,transposed,2a,Central
p_13784322,183,584.3,1,125,i_95,,baseline,2a,Central
p_13784322,184,1685.1,1,125,i_174,62,transposed,2a,Central
p_13784322,185,430.2,1,250,i_44,,baseline,2a,Central
p_13784322,186,2532,1,125,i_110,,baseline,2a,Central
p_13784322,187,380.6,1,250,i_163,51,control,2a,Central
p_13784322,188,495.3,1,250,i_157,45,control,2a,Central
p_13784322,189,973,0,250,i_141,29,control,2a,Central
p_13784322,190,987,1,250,i_43,,baseline,2a,Central
p_13784322,191,448.1,0,125,i_189,77,transposed,2a,Central
p_13784322,192,828.9,1,250,i_217,105,transposed,2a,Central
p_13784322,193,397.9,1,250,i_24,,baseline,2a,Central
p_13784322,194,560.6,0,250,i_160,48,control,2a,Central
p_13784322,195,575.6,1,250,i_56,,baseline,2a,Central
p_13784322,196,361.8,1,125,i_77,,baseline,2a,Central
p_13784322,197,335.8,1,250,i_153,41,control,2a,Central
p_13784322,198,317,1,250,i_8,,baseline,2a,Central
p_13784322,199,691.7,0,125,i_196,84,transposed,2a,Central
p_13784322,200,580.8,1,250,i_144,32,control,2a,Central
p_13784322,201,403.9,1,250,i_224,112,transposed,2a,Central
p_13784322,202,394.3,1,250,i_52,,baseline,2a,Central
p_13784322,203,615.7,1,250,i_211,99,transposed,2a,Central
p_13784322,204,1191.5,0,250,i_199,87,transposed,2a,Central
p_13784322,205,486.3,0,125,i_122,10,control,2a,Central
p_13784322,206,442.4,1,250,i_206,94,transposed,2a,Central
p_13784322,207,1839.8,1,125,i_138,26,control,2a,Central
p_13784322,208,874.4,1,125,i_89,,baseline,2a,Central
p_13784322,209,1178.5,1,250,i_48,,baseline,2a,Central
p_13784322,210,353.8,0,125,i_123,11,control,2a,Central
p_13784322,211,1008.8,1,125,i_194,82,transposed,2a,Central
p_13784322,212,376.6,1,250,i_208,96,transposed,2a,Central
p_13784322,213,146.8,1,250,i_27,,baseline,2a,Central
p_13784322,214,386.6,1,250,i_31,,baseline,2a,Central
p_13784322,215,817.7,1,250,i_162,50,control,2a,Central
p_13784322,216,389.1,1,250,i_29,,baseline,2a,Central
